dpd_5_cnt,dpd_15_cnt,dpd_30_cnt,close_loans_cnt,payment_type_1,payment_type_2,payment_type_3,past_billings_cnt,age,gender,bad_flag,score_combined,has_overdue_info
,,,0.0,0,1,0,,30,0,0,581.2386948300225,0
,,,0.0,0,0,1,,22,0,0,603.4703749061943,0
,,,0.0,1,2,0,3.0,58,0,0,524.5721766277268,0
,,,1.0,0,5,0,6.0,63,0,0,659.8211153438044,0
1.0,1.0,1.0,0.0,0,3,0,3.0,40,0,0,528.6251531173053,1
1.0,0.0,0.0,1.0,0,7,0,6.0,36,0,0,539.8272249300662,1
,,,0.0,0,0,1,,37,0,0,582.6741253286551,0
,,,0.0,0,2,0,1.0,41,0,1,518.7580953808307,0
,,,1.0,0,3,0,3.0,41,0,0,635.6037834079689,0
,,,1.0,0,0,3,3.0,54,0,0,651.2721758317459,0
,,,0.0,0,3,0,2.0,28,0,0,612.3230903950008,0
,,,2.0,0,7,0,7.0,37,0,0,627.0548438959104,0
3.0,0.0,0.0,2.0,0,10,0,10.0,26,0,0,562.0802176646262,1
,,,2.0,0,13,0,10.0,23,0,0,579.8754054014169,0
,,,2.0,0,3,3,6.0,19,0,0,537.2061803381366,0
,,,2.0,0,5,0,5.0,30,0,1,517.099399786314,0
,,,0.0,0,0,3,3.0,24,1,0,564.6620462308503,0
,,,1.0,0,3,0,3.0,31,1,0,603.0613445656762,0
,,,0.0,0,1,0,2.0,26,0,0,571.2612163531361,0
1.0,1.0,0.0,4.0,0,8,1,9.0,28,0,0,575.3420005899792,1
,,,0.0,0,3,0,3.0,36,0,0,546.3018954709904,0
,,,2.0,0,0,9,7.0,32,1,0,487.8004657529402,0
,,,1.0,0,4,0,3.0,30,0,0,602.5676220948523,0
,,,0.0,0,2,0,2.0,41,0,0,632.9521775533601,0
,,,0.0,0,1,0,1.0,34,0,0,535.4545284419406,0
,,,1.0,0,5,0,5.0,36,1,0,508.0609190528736,0
,,,0.0,0,0,4,3.0,30,1,0,527.8881329292656,0
1.0,0.0,0.0,4.0,0,11,0,10.0,32,1,0,498.5247058953815,1
2.0,2.0,0.0,6.0,0,5,6,11.0,40,0,0,627.0548438959104,1
,,,1.0,0,2,0,3.0,63,0,0,651.1688236152246,0
,,,0.0,0,0,3,3.0,22,0,0,588.7386214052847,0
,,,0.0,0,3,0,3.0,47,0,0,563.531691829259,0
,,,1.0,0,6,0,6.0,35,0,0,625.6194133972778,0
3.0,1.0,0.0,2.0,0,6,0,6.0,26,0,0,583.8531485037482,1
1.0,1.0,0.0,1.0,0,7,0,6.0,35,0,0,560.0089108093899,1
,,,1.0,0,3,0,3.0,33,1,0,592.7173663680736,0
,,,3.0,0,0,8,4.0,29,0,0,636.1174903214848,0
,,,0.0,0,0,2,2.0,29,0,0,588.6555455610842,0
1.0,1.0,1.0,1.0,0,6,0,6.0,60,0,0,479.9857703078774,1
4.0,3.0,0.0,4.0,0,15,0,13.0,24,0,0,584.5505173014939,1
,,,1.0,0,6,0,6.0,26,1,0,542.6944836550686,0
,,,0.0,1,0,0,2.0,40,0,0,572.6966468517686,0
,,,2.0,0,7,0,6.0,37,0,0,542.4840010530098,0
1.0,1.0,1.0,1.0,0,8,0,8.0,38,0,0,600.5436816987657,1
1.0,0.0,0.0,1.0,11,4,0,12.0,42,0,0,573.6829236435293,1
,,,1.0,0,8,0,8.0,61,0,0,576.6000985272373,0
2.0,2.0,0.0,1.0,0,5,0,4.0,36,0,1,529.8289312627671,1
,,,0.0,0,6,0,5.0,25,1,0,563.4349010224441,0
,,,0.0,0,0,2,2.0,32,0,0,595.970448330932,0
,,,0.0,0,1,0,1.0,38,0,0,558.5589074146278,0
,,,0.0,0,1,0,1.0,36,0,0,635.6037834079689,0
3.0,0.0,0.0,2.0,0,14,0,12.0,39,0,0,612.3230903950008,1
1.0,1.0,0.0,16.0,0,1,17,10.0,36,1,0,608.4778112405802,1
,,,1.0,0,5,0,5.0,38,0,0,612.3230903950008,0
,,,0.0,0,0,2,2.0,32,0,0,552.2338113510901,0
,,,0.0,0,0,0,,39,0,1,532.0544183831076,0
,,,0.0,2,0,0,2.0,34,0,0,600.5436816987657,0
,,,0.0,0,0,1,1.0,28,0,0,553.317062758132,0
1.0,1.0,0.0,1.0,8,0,0,7.0,24,1,0,564.5378156150529,1
,,,5.0,0,10,4,15.0,23,0,0,578.2906889642055,0
,,,1.0,0,0,6,6.0,37,0,0,542.4415054590753,0
,,,6.0,0,11,0,9.0,22,0,0,442.5279475799284,0
2.0,2.0,1.0,0.0,0,1,4,5.0,26,1,0,620.518831776705,1
,,,1.0,0,3,0,3.0,28,0,0,578.2906889642055,0
,,,0.0,0,5,0,3.0,51,0,0,475.3560985985256,0
1.0,0.0,0.0,1.0,0,7,0,6.0,55,0,0,636.4370701143151,1
1.0,1.0,1.0,1.0,5,1,6,6.0,19,0,0,519.3181356811838,1
,,,1.0,0,0,3,3.0,26,1,0,511.46102911170647,0
,,,0.0,0,4,0,3.0,31,0,0,549.8207470729528,0
,,,5.0,0,9,0,9.0,33,0,0,510.77315633857086,0
1.0,0.0,0.0,1.0,0,4,0,3.0,61,0,0,651.2721758317459,1
,,,0.0,0,4,0,4.0,59,0,0,464.2985503757776,0
,,,0.0,0,0,0,,35,0,0,573.6829236435293,0
,,,0.0,0,0,1,,34,0,0,539.5042394695823,0
,,,,0,0,0,,19,0,0,,0
2.0,1.0,0.0,0.0,0,3,0,3.0,43,1,0,508.0609190528736,1
,,,6.0,0,14,0,14.0,26,0,0,530.9303819582392,0
1.0,1.0,0.0,1.0,0,7,0,6.0,36,0,1,631.1126558881407,1
1.0,0.0,0.0,4.0,0,15,0,14.0,33,0,0,578.2906889642055,1
,,,1.0,0,0,5,4.0,31,0,0,449.7554621599912,0
,,,1.0,0,0,9,9.0,27,0,0,607.8213017676159,0
1.0,0.0,0.0,1.0,0,5,0,3.0,27,0,0,645.9477616055716,1
,,,0.0,0,2,0,1.0,53,0,0,601.2892147953069,0
,,,2.0,0,11,0,10.0,18,0,0,,0
,,,0.0,0,2,0,1.0,29,0,0,615.275435199675,0
,,,1.0,0,6,0,6.0,29,0,0,588.5313149452869,0
,,,0.0,0,1,0,1.0,40,0,1,568.1234134839351,0
,,,2.0,0,6,0,6.0,25,1,0,474.87293738432135,0
,,,1.0,0,3,0,3.0,56,0,0,639.4927671355108,0
,,,1.0,0,5,0,4.0,36,0,0,618.2204240524505,0
,,,0.0,0,3,0,2.0,28,0,0,631.1126558881407,0
,,,0.0,0,0,0,,36,0,0,597.5512716220405,0
3.0,1.0,1.0,1.0,0,6,0,6.0,28,0,0,587.1992366631756,1
,,,0.0,0,0,7,5.0,21,0,0,,0
1.0,0.0,0.0,1.0,0,9,0,7.0,62,0,0,605.5618894808083,1
,,,1.0,0,3,0,8.0,27,1,0,591.281935869441,0
,,,1.0,0,8,0,7.0,24,0,0,573.6829236435293,0
1.0,0.0,0.0,1.0,0,4,0,3.0,32,0,0,632.9521775533601,1
,,,0.0,0,2,0,2.0,29,1,0,544.1299141537011,0
,,,1.0,0,1,0,3.0,29,0,0,632.9521775533601,0
,,,1.0,0,7,0,5.0,32,0,0,572.6966468517686,0
,,,1.0,0,6,0,6.0,54,0,0,636.4370701143151,0
,,,3.0,0,9,0,7.0,30,0,0,569.1096902756957,0
,,,2.0,0,0,6,6.0,21,0,0,535.2561559912234,0
,,,0.0,0,2,0,2.0,34,0,0,612.2197381784796,0
,,,0.0,0,2,0,2.0,25,0,0,601.9309901640852,0
,,,0.0,0,1,0,,49,0,0,615.5769979330498,0
,,,2.0,0,6,6,12.0,26,0,0,572.6966468517686,0
,,,1.0,0,4,0,4.0,56,0,0,626.1964441332337,0
,,,0.0,0,2,0,2.0,36,0,0,478.2594056478288,0
,,,0.0,0,1,0,1.0,41,0,0,619.4365994084268,0
,,,2.0,0,7,0,7.0,39,0,0,625.6194133972778,0
,,,4.0,3,10,0,12.0,31,0,0,532.5343824505499,0
,,,1.0,0,1,4,4.0,31,0,0,607.8213017676159,0
,,,1.0,0,4,0,3.0,27,0,0,627.0548438959104,0
,,,2.0,0,6,0,6.0,42,0,0,601.9791121973982,0
2.0,1.0,0.0,2.0,0,8,0,8.0,23,0,0,600.5436816987657,1
,,,1.0,0,0,3,3.0,30,0,0,620.8720299070594,0
,,,2.0,0,6,0,6.0,31,1,0,522.1053181732754,0
,,,2.0,0,0,7,7.0,31,1,0,533.9183795841767,0
,,,2.0,0,6,0,6.0,47,0,0,571.2612163531361,0
,,,0.0,0,6,0,4.0,45,0,0,615.275435199675,0
,,,0.0,1,3,0,4.0,25,1,0,506.9368826280052,0
,,,1.0,0,6,0,6.0,26,0,0,612.2197381784796,0
,,,0.0,0,1,0,1.0,45,0,0,597.1945765262967,0
,,,0.0,0,2,0,2.0,31,1,0,496.1338089655584,0
,,,0.0,0,1,0,1.0,29,1,0,601.6259140670437,0
1.0,1.0,0.0,1.0,0,0,10,10.0,52,0,0,636.4370701143151,1
,,,2.0,0,4,0,5.0,29,0,0,645.9477616055716,0
,,,2.0,0,6,0,6.0,47,0,0,571.2612163531361,0
,,,1.0,0,5,0,6.0,28,0,0,590.3764062184953,0
,,,1.0,0,3,0,3.0,34,0,0,600.5436816987657,0
,,,2.0,0,1,8,10.0,38,1,0,475.02475773975686,0
,,,0.0,0,2,2,4.0,25,0,0,574.5980840248592,0
,,,0.0,0,1,0,,29,0,0,580.9873272547037,0
,,,1.0,1,3,0,6.0,74,0,0,643.8731864869187,0
3.0,0.0,0.0,0.0,3,0,2,3.0,24,0,1,,1
,,,1.0,0,4,0,3.0,42,1,0,610.3941087217587,0
,,,2.0,0,7,0,6.0,31,0,0,532.5343824505499,0
,,,0.0,0,5,0,5.0,31,0,0,622.0391075772001,0
,,,1.0,0,2,0,4.0,27,0,0,553.3916599830255,0
,,,0.0,0,1,0,1.0,26,0,0,588.5313149452869,0
,,,0.0,0,2,0,2.0,45,0,0,651.8450952630212,0
,,,1.0,0,3,0,3.0,33,0,0,612.3230903950008,0
1.0,1.0,0.0,1.0,0,0,4,6.0,45,1,0,501.2169587383869,1
,,,2.0,5,1,0,7.0,24,0,0,594.9496395863288,0
,,,0.0,0,1,2,5.0,21,0,0,569.6264485529672,0
,,,2.0,0,12,0,10.0,55,0,0,612.7486468811226,0
,,,1.0,0,3,0,3.0,40,0,0,550.2353688269822,0
,,,2.0,0,6,0,6.0,58,0,0,670.1650935414073,0
1.0,1.0,0.0,0.0,0,9,0,6.0,23,1,1,603.0613445656762,1
,,,0.0,0,5,0,3.0,48,0,0,612.2197381784796,0
,,,2.0,0,0,6,4.0,22,0,0,541.7794137059703,0
,,,2.0,0,7,0,7.0,49,1,0,609.9052256928397,0
,,,1.0,0,11,0,10.0,20,0,0,385.1811102900914,0
,,,0.0,0,0,6,6.0,52,0,0,636.4370701143151,0
,,,1.0,0,8,0,8.0,18,0,0,518.8953821852022,0
,,,0.0,0,2,0,2.0,43,0,0,625.6194133972778,0
,,,1.0,0,2,0,3.0,28,1,0,608.9586782231262,0
,,,1.0,0,0,6,6.0,46,0,0,651.8450952630212,0
,,,0.0,0,3,0,3.0,57,0,1,562.586624915468,0
,,,2.0,0,10,0,8.0,18,0,0,519.3181356811838,0
,,,0.0,1,0,0,1.0,33,0,0,611.1168235858707,0
,,,1.0,0,0,2,3.0,51,0,0,624.7610136346011,0
,,,0.0,5,0,0,5.0,31,1,0,585.6878937570042,0
,,,1.0,0,2,9,10.0,28,0,0,573.506153293104,0
,,,2.0,0,7,0,6.0,26,0,0,612.2197381784796,0
,,,2.0,3,5,0,9.0,30,0,0,628.7847261654024,0
3.0,1.0,1.0,1.0,0,7,0,6.0,24,0,1,572.6966468517686,1
1.0,1.0,0.0,0.0,0,1,0,1.0,47,0,0,632.9521775533601,1
,,,3.0,0,3,3,8.0,29,0,0,572.6966468517686,0
,,,2.0,0,5,0,5.0,29,0,0,619.6558545510832,0
,,,0.0,0,0,1,1.0,25,0,0,602.0524626982092,0
,,,0.0,0,0,1,1.0,33,0,0,487.71881244119794,0
,,,1.0,0,6,0,6.0,35,0,0,533.7336677845298,0
,,,0.0,0,3,0,3.0,32,0,0,637.1133417621119,0
,,,4.0,0,10,0,9.0,54,0,0,621.7686035578763,0
2.0,1.0,0.0,3.0,4,2,0,6.0,32,0,1,504.47906231332655,1
,,,1.0,1,4,0,5.0,39,0,0,572.6966468517686,0
,,,1.0,0,3,0,3.0,60,1,0,542.1502019779197,0
,,,1.0,9,0,1,4.0,27,0,0,545.6621354591487,0
,,,5.0,0,11,0,11.0,51,0,0,484.3661896592855,0
,,,1.0,0,6,2,8.0,41,0,0,591.8118367171278,0
,,,0.0,0,2,0,2.0,57,0,0,642.4377559882863,0
,,,0.0,0,3,0,3.0,22,1,1,480.0212384765355,0
,,,0.0,0,2,0,2.0,36,0,0,632.9521775533601,0
,,,0.0,0,3,0,2.0,28,0,0,593.022442465115,0
,,,1.0,0,3,0,3.0,50,0,0,643.8731864869187,0
,,,0.0,0,0,0,1.0,30,0,0,602.9348983659744,0
,,,2.0,0,0,8,9.0,43,0,0,582.6741253286551,0
,,,6.0,1,0,0,6.0,33,1,1,580.6000665408899,0
,,,1.0,0,9,0,6.0,24,1,0,548.7031475215347,0
,,,1.0,0,9,0,7.0,33,0,0,632.9521775533601,0
,,,6.0,12,7,0,14.0,31,0,0,612.2197381784796,0
,,,1.0,3,0,0,3.0,27,0,0,634.3876080519926,0
,,,1.0,0,5,0,5.0,41,0,0,567.3741602444043,0
,,,0.0,0,4,0,2.0,44,0,0,609.6813930872381,0
,,,3.0,0,6,0,9.0,28,0,0,534.6348884329503,0
1.0,0.0,0.0,0.0,0,3,0,3.0,26,0,0,553.9430853326895,1
,,,1.0,0,0,8,8.0,31,0,0,575.3420005899792,0
,,,1.0,0,3,0,3.0,56,0,0,626.1964441332337,0
,,,0.0,1,0,0,,57,0,0,575.3839231712609,0
,,,0.0,0,0,0,,58,0,0,640.9281976341432,0
,,,1.0,0,0,0,,41,0,0,457.2038688706743,0
6.0,3.0,0.0,3.0,0,15,0,15.0,37,0,0,572.6966468517686,1
,,,0.0,0,2,0,2.0,42,0,0,603.4486052794903,0
,,,1.0,0,4,2,5.0,25,0,0,607.8213017676159,0
,,,0.0,0,2,0,2.0,61,0,1,626.4884738300236,0
,,,2.0,2,8,1,10.0,40,0,0,531.0989519519172,0
,,,2.0,0,5,0,7.0,29,0,0,612.3230903950008,0
,,,1.0,0,3,2,4.0,30,0,0,616.7108656983075,0
,,,0.0,0,1,0,1.0,26,0,0,600.5436816987657,0
1.0,1.0,0.0,2.0,0,12,0,9.0,25,0,0,536.524424070676,1
,,,0.0,0,2,0,2.0,20,0,0,556.5111672068798,0
1.0,0.0,0.0,4.0,18,0,0,12.0,38,0,0,515.1854410695331,1
,,,0.0,0,5,0,5.0,36,0,0,585.4774111549458,0
,,,3.0,0,10,0,9.0,31,0,0,627.0548438959104,0
,,,0.0,0,0,1,1.0,24,0,1,590.3764062184953,0
,,,0.0,0,1,0,1.0,28,0,0,632.9521775533601,0
,,,3.0,0,11,0,11.0,33,1,0,506.81100085082375,0
,,,1.0,0,4,0,4.0,42,0,0,571.2612163531361,0
,,,2.0,0,12,0,12.0,45,0,0,611.1168235858707,0
,,,0.0,0,0,2,2.0,47,0,0,653.280525761654,0
,,,2.0,0,5,0,5.0,22,0,0,544.4955727672229,0
,,,3.0,0,6,0,7.0,33,1,0,506.81100085082375,0
,,,2.0,0,7,0,6.0,44,0,0,604.5935658711237,0
,,,2.0,0,7,0,7.0,42,0,0,603.4486052794903,0
,,,1.0,0,5,0,6.0,24,0,0,604.5935658711237,0
1.0,0.0,0.0,2.0,5,0,4,10.0,35,0,0,544.4004582978997,1
,,,1.0,0,6,0,6.0,35,0,0,601.9791121973982,0
,,,2.0,0,10,0,10.0,42,0,0,572.4755399235282,0
,,,0.0,0,1,0,1.0,36,0,0,614.6520637373253,0
,,,0.0,0,2,0,2.0,28,0,0,611.1168235858707,0
,,,0.0,0,1,0,1.0,36,1,0,601.6259140670437,0
,,,1.0,0,0,6,6.0,31,0,0,572.3569999753098,0
,,,2.0,0,11,0,11.0,56,1,0,619.8796871566847,0
,,,1.0,0,5,0,7.0,33,0,0,619.6558545510832,0
,,,2.0,0,12,0,12.0,35,0,0,606.0914194981237,0
,,,1.0,10,2,0,4.0,19,0,0,500.0131488124408,0
,,,0.0,5,0,0,3.0,32,1,0,598.0575537519185,0
,,,0.0,0,5,0,5.0,29,0,0,549.7311607367926,0
,,,0.0,0,1,0,1.0,48,0,0,483.1666654019924,0
,,,0.0,0,0,1,,36,0,0,632.9521775533601,0
,,,0.0,0,0,3,3.0,38,0,0,590.3764062184953,0
1.0,0.0,0.0,0.0,0,5,0,4.0,54,0,0,671.2000720922102,1
,,,0.0,0,3,0,3.0,34,1,0,564.6411678315742,0
,,,0.0,0,4,0,4.0,44,0,0,612.2197381784796,0
,,,2.0,0,6,0,6.0,62,0,0,631.7657952065813,0
,,,1.0,0,7,0,7.0,34,0,0,563.531691829259,0
,,,1.0,0,0,3,3.0,26,0,0,616.7108656983075,0
,,,0.0,0,1,0,1.0,51,0,0,,0
6.0,5.0,2.0,0.0,0,6,0,9.0,24,0,0,625.6194133972778,1
,,,10.0,0,15,0,8.0,31,1,0,462.1183957023432,0
1.0,0.0,0.0,2.0,0,8,0,11.0,65,0,0,659.8211153438044,1
2.0,1.0,0.0,2.0,0,0,8,7.0,30,0,0,544.1793513696593,1
,,,1.0,0,5,4,7.0,23,0,0,550.2353688269822,0
,,,1.0,0,3,0,3.0,45,0,0,609.6813930872381,0
2.0,1.0,0.0,5.0,0,19,0,17.0,49,0,0,640.3048261717936,1
1.0,0.0,0.0,1.0,0,6,0,6.0,27,1,0,610.3941087217587,1
,,,1.0,0,3,0,3.0,24,0,0,590.3764062184953,0
,,,2.0,0,8,0,6.0,37,0,0,536.3295126859737,0
,,,2.0,0,2,0,2.0,57,1,0,455.9922709776433,0
,,,1.0,0,3,0,3.0,36,0,0,570.2795385061817,0
,,,0.0,0,0,0,1.0,19,0,0,,0
,,,1.0,0,6,0,6.0,26,0,0,594.532000819258,0
,,,1.0,0,3,0,3.0,23,1,0,579.3729213324838,0
,,,0.0,0,5,0,5.0,18,0,0,,0
1.0,1.0,1.0,3.0,0,12,0,12.0,34,0,0,611.1168235858707,1
,,,0.0,0,2,0,1.0,28,1,0,603.0613445656762,0
,,,1.0,0,3,0,3.0,42,0,0,594.9496395863288,0
,,,1.0,0,3,0,3.0,35,0,0,611.1168235858707,0
,,,0.0,0,1,0,1.0,33,0,0,591.0229333428732,0
,,,1.0,0,6,0,6.0,38,0,0,586.9869695090888,0
,,,1.0,0,6,0,6.0,24,0,0,612.2197381784796,0
,,,1.0,3,0,0,3.0,33,0,0,627.0548438959104,0
1.0,0.0,0.0,4.0,0,8,1,7.0,24,0,0,,1
,,,1.0,0,5,0,6.0,33,1,0,571.8199263812222,0
,,,0.0,0,2,0,2.0,62,0,0,655.036579672703,0
2.0,0.0,0.0,2.0,0,4,0,6.0,24,0,0,585.756784110624,1
,,,3.0,0,9,0,7.0,26,0,0,568.1234134839351,0
,,,1.0,0,7,0,7.0,50,0,0,635.3341555217064,0
1.0,0.0,0.0,0.0,0,1,0,1.0,34,0,0,590.3764062184953,1
,,,0.0,0,1,0,1.0,23,0,0,564.0841414468713,0
1.0,1.0,0.0,3.0,0,13,0,13.0,49,0,1,596.9139787876043,1
,,,2.0,0,6,0,6.0,36,1,0,579.4551059492563,0
,,,,0,0,0,,61,0,0,624.7610136346011,0
,,,1.0,0,3,0,3.0,34,0,0,570.2795385061817,0
,,,0.0,0,2,0,1.0,31,1,0,595.6623552208491,0
,,,2.0,0,0,19,5.0,37,0,0,632.9521775533601,0
,,,2.0,0,7,0,8.0,37,0,0,526.416724877751,0
,,,3.0,0,12,0,12.0,44,0,0,614.7063434211178,0
,,,2.0,0,14,0,12.0,51,1,0,612.5469230006025,0
,,,1.0,0,7,0,6.0,42,1,0,548.7031475215347,0
,,,1.0,0,5,0,5.0,37,0,0,566.8814978110914,0
,,,2.0,0,1,5,6.0,29,0,0,572.6966468517686,0
,,,4.0,0,9,0,9.0,33,0,0,601.9791121973982,0
1.0,0.0,0.0,0.0,0,2,0,2.0,48,0,0,639.6499760002923,1
,,,2.0,0,3,1,4.0,27,0,1,579.8754054014169,0
1.0,0.0,0.0,0.0,0,8,0,5.0,27,0,0,632.9521775533601,1
,,,5.0,13,1,0,7.0,32,0,1,457.75796079362686,0
,,,0.0,0,2,0,2.0,31,1,0,610.3941087217587,0
,,,0.0,0,2,0,2.0,44,1,0,595.6623552208491,0
,,,12.0,31,6,4,18.0,19,0,0,500.0131488124408,0
,,,1.0,0,0,0,4.0,53,0,0,614.5937381543307,0
1.0,0.0,0.0,0.0,4,0,0,3.0,25,0,0,576.8552584655729,1
,,,1.0,0,8,0,8.0,28,0,0,591.3596659972143,0
,,,3.0,0,10,0,9.0,34,0,0,546.7938050433852,0
,,,1.0,0,3,0,3.0,27,1,0,591.281935869441,0
,,,2.0,0,3,2,6.0,25,1,0,547.267717022902,0
,,,0.0,0,0,1,,28,1,0,624.4246713247733,0
,,,0.0,0,0,0,,63,0,0,603.3116527707739,0
,,,0.0,0,0,0,,19,0,0,544.8129444555723,0
,,,2.0,0,0,0,4.0,30,0,0,541.1484783786605,0
,,,0.0,0,0,0,,41,0,0,623.4864835807851,0
,,,,0,0,0,,23,0,0,530.9303819582392,0
,,,1.0,0,6,0,6.0,58,0,0,568.6151594849773,0
2.0,1.0,0.0,2.0,11,0,0,11.0,21,0,0,507.66807611142417,1
,,,1.0,0,2,0,3.0,27,0,0,600.5436816987657,0
,,,0.0,0,1,0,1.0,36,0,1,,0
,,,1.0,0,7,0,7.0,35,0,0,455.724786979122,0
,,,1.0,0,6,0,6.0,30,0,0,606.2756279993458,0
,,,2.0,0,6,0,6.0,33,1,0,610.3941087217587,0
,,,0.0,0,0,2,1.0,23,0,0,611.1168235858707,0
,,,0.0,0,2,2,2.0,55,1,0,600.7675143043672,0
,,,0.0,0,0,2,2.0,32,0,0,590.3764062184953,0
,,,1.0,0,3,0,3.0,23,0,0,551.956229484393,0
1.0,0.0,0.0,3.0,1,9,0,8.0,43,0,0,473.4451807257268,1
,,,0.0,0,2,0,1.0,49,0,0,565.6805242442424,0
,,,0.0,0,0,2,1.0,55,0,0,624.7610136346011,0
1.0,1.0,1.0,2.0,1,9,0,7.0,41,0,0,503.4060323732977,1
,,,1.0,0,3,0,3.0,38,0,0,587.4284003526782,0
,,,1.0,0,2,2,4.0,30,0,0,547.5284861538215,0
,,,0.0,0,2,0,2.0,28,0,1,572.2474931448966,0
1.0,1.0,0.0,3.0,0,11,0,10.0,61,0,0,514.8167083275782,1
,,,1.0,0,1,5,5.0,26,0,0,632.9521775533601,0
,,,0.0,0,5,0,5.0,59,0,0,626.3958953166831,0
,,,2.0,0,3,4,7.0,24,0,0,544.1793513696593,0
,,,0.0,0,1,0,1.0,30,1,0,608.9586782231262,0
,,,1.0,0,3,0,3.0,34,0,0,581.0896358516391,0
,,,0.0,0,3,0,2.0,34,0,0,550.2353688269822,0
,,,0.0,0,1,0,1.0,32,0,0,,0
,,,1.0,0,4,0,4.0,48,0,0,594.9496395863288,0
,,,1.0,0,2,0,3.0,33,0,0,518.6294546687926,0
,,,3.0,0,7,0,8.0,26,0,0,585.9929698540457,0
,,,0.0,0,1,0,1.0,35,0,0,507.6876088479735,0
,,,1.0,0,6,0,5.0,31,0,0,466.9997221802597,0
,,,1.0,0,0,0,3.0,29,0,0,517.8026289496404,0
,,,0.0,0,2,1,3.0,29,0,0,587.4284003526782,0
,,,0.0,0,2,0,1.0,34,0,0,607.646504810646,0
,,,0.0,4,0,0,4.0,27,0,0,568.1234134839351,0
,,,2.0,0,7,0,6.0,45,0,0,600.5436816987657,0
2.0,1.0,0.0,1.0,0,4,0,3.0,59,0,0,651.2721758317459,1
,,,1.0,0,6,0,6.0,37,0,0,600.5436816987657,0
,,,1.0,0,0,9,8.0,26,0,0,554.1265691994674,0
,,,1.0,0,6,0,6.0,33,0,0,615.275435199675,0
,,,0.0,1,0,2,2.0,40,0,0,575.4128059130212,0
,,,0.0,0,1,4,5.0,55,0,0,624.7610136346011,0
,,,0.0,1,0,0,1.0,26,0,1,588.5313149452869,0
,,,1.0,3,0,0,3.0,64,1,0,633.1760101589617,0
1.0,1.0,1.0,1.0,0,1,5,6.0,35,1,0,533.4821750417022,1
,,,2.0,0,6,0,6.0,24,0,0,634.3876080519926,0
,,,1.0,0,3,0,3.0,38,0,0,630.8192477368675,0
,,,0.0,0,2,0,1.0,33,0,0,632.9521775533601,0
,,,0.0,0,1,0,,34,0,1,544.0482608419588,0
,,,0.0,0,1,0,1.0,47,0,0,628.7369060241323,0
,,,1.0,0,2,0,3.0,28,0,0,581.3852045333692,0
1.0,1.0,1.0,1.0,0,2,6,6.0,23,0,0,572.6966468517686,1
1.0,0.0,0.0,14.0,0,10,15,13.0,26,0,0,616.7108656983075,1
1.0,1.0,0.0,7.0,17,5,0,12.0,43,0,0,612.2197381784796,1
,,,2.0,0,7,0,6.0,23,0,0,625.6194133972778,0
,,,0.0,0,0,2,2.0,32,0,0,597.5512716220405,0
,,,2.0,0,9,0,9.0,55,0,0,610.2103017898813,0
,,,1.0,3,0,0,3.0,57,0,0,658.6049399878282,0
,,,4.0,0,11,0,12.0,33,0,0,595.9674313178906,0
,,,0.0,0,5,0,5.0,33,0,0,601.0961005829554,0
,,,0.0,0,1,0,1.0,46,0,0,632.9521775533601,0
,,,1.0,0,9,0,8.0,56,0,0,611.6457322885137,0
,,,2.0,0,9,0,9.0,40,0,0,612.2197381784796,0
,,,1.0,0,6,0,6.0,41,0,0,612.2197381784796,0
,,,1.0,0,5,0,5.0,31,0,0,632.9521775533601,0
,,,1.0,0,0,6,6.0,37,0,0,615.275435199675,0
,,,1.0,0,7,0,7.0,36,0,0,455.7684383720417,0
,,,0.0,0,4,0,4.0,34,0,0,528.9967485298913,0
,,,0.0,0,0,3,1.0,32,0,0,583.1589690418704,0
,,,5.0,0,4,10,14.0,39,0,0,615.275435199675,0
,,,0.0,0,2,0,2.0,33,0,0,634.1683529093362,0
,,,0.0,0,1,0,1.0,55,0,0,643.8731864869187,0
1.0,1.0,0.0,1.0,0,6,0,6.0,53,0,0,619.1669715221642,1
1.0,0.0,0.0,3.0,1,3,0,7.0,19,0,0,541.7794137059703,1
,,,0.0,1,0,0,1.0,18,0,0,,0
,,,7.0,0,6,0,6.0,35,0,0,616.7108656983075,0
2.0,0.0,0.0,1.0,1,7,0,8.0,27,0,1,609.6813930872381,1
,,,0.0,0,1,0,1.0,34,0,0,563.7617233398073,0
,,,1.0,0,7,0,7.0,23,0,0,515.7520722880898,0
,,,1.0,0,2,0,1.0,23,0,0,627.0548438959104,0
,,,0.0,3,0,0,2.0,29,0,0,579.8754054014169,0
,,,1.0,0,0,7,6.0,25,0,0,576.8552584655729,0
,,,4.0,0,12,0,10.0,38,1,0,448.4962149643024,0
,,,0.0,0,0,5,5.0,52,1,0,619.8796871566847,0
1.0,1.0,0.0,5.0,0,12,0,11.0,43,0,0,604.5935658711237,1
,,,0.0,0,0,7,5.0,42,0,0,634.3876080519926,0
,,,1.0,0,3,0,3.0,56,0,0,510.32922696841285,0
1.0,0.0,0.0,4.0,0,14,0,12.0,38,0,1,541.5621634895522,1
2.0,1.0,0.0,5.0,0,10,0,7.0,31,0,0,593.9059680044314,1
,,,0.0,0,5,0,5.0,31,0,0,611.1168235858707,0
1.0,0.0,0.0,1.0,0,8,0,8.0,25,0,0,601.9791121973982,1
,,,0.0,0,3,0,2.0,51,1,0,503.6298649788994,0
