dpd_5_cnt,dpd_15_cnt,dpd_30_cnt,close_loans_cnt,federal_district_nm,payment_type_0,payment_type_1,payment_type_2,payment_type_3,payment_type_4,payment_type_5,past_billings_cnt,score_1,score_2,age,gender,bad_flag,rep_loan_date_year,rep_loan_date_month,rep_loan_date_day,rep_loan_date_weekday,first_loan_year,first_loan_month,first_loan_day,first_loan_weekday,first_overdue_date_year,first_overdue_date_month,first_overdue_date_day,first_overdue_date_weekday
,,,0.0,3,0,0,1,0,0,0,,,,58,0,0,2015,8,12,6,2015,7,21,5,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,,,45,0,0,2016,4,15,0,2015,8,12,6,,,,-1
,,,0.0,3,0,0,3,0,0,0,2.0,,,20,0,0,2016,3,16,6,2015,12,19,2,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,,,20,0,0,2015,11,7,2,2015,3,17,5,,,,-1
,,,2.0,0,0,0,4,0,0,0,6.0,,,20,0,0,2016,4,9,2,2015,9,26,2,,,,-1
1.0,0.0,0.0,3.0,4,0,0,12,0,0,0,9.0,,,20,0,0,2016,8,28,3,2015,10,9,0,2016.0,1.0,15.0,0
1.0,1.0,0.0,1.0,3,0,0,5,0,0,0,5.0,,,43,0,0,2015,9,11,0,2015,4,10,0,2015.0,8.0,14.0,0
,,,1.0,6,0,0,3,0,0,0,3.0,,,26,0,0,2016,3,5,2,2015,10,8,4,,,,-1
,,,0.0,6,0,0,3,0,0,0,2.0,,,20,0,0,2015,11,7,2,2015,8,21,0,,,,-1
,,,0.0,3,0,0,3,0,0,0,2.0,,,20,0,0,2015,11,4,6,2015,8,18,5,,,,-1
1.0,1.0,1.0,6.0,2,0,17,0,0,1,0,9.0,,,27,0,0,2016,6,20,1,2015,9,13,3,2016.0,1.0,15.0,0
,,,1.0,2,0,0,4,0,0,0,9.0,,,24,0,0,2016,9,3,2,2015,11,28,2,,,,-1
2.0,0.0,0.0,1.0,6,0,0,3,0,0,0,3.0,,,19,0,1,2016,5,10,5,2015,11,15,3,2016.0,1.0,22.0,0
,,,1.0,1,0,1,0,0,0,0,3.0,,,67,0,0,2016,8,15,1,2015,5,19,5,,,,-1
,,,1.0,0,0,0,6,0,0,0,6.0,,,30,0,0,2015,9,16,6,2015,3,7,2,,,,-1
,,,0.0,1,2,1,0,0,0,0,3.0,,,28,0,0,2016,6,13,1,2016,3,2,6,,,,-1
,,,1.0,1,0,0,6,0,0,0,6.0,,,18,0,0,2015,12,18,0,2015,2,22,3,,,,-1
2.0,2.0,2.0,6.0,4,0,7,0,11,0,0,17.0,,,21,0,1,2016,12,25,3,2015,6,27,2,2016.0,5.0,30.0,1
,,,0.0,3,0,0,2,0,0,0,2.0,,,26,0,0,2015,7,31,0,2015,5,25,1,,,,-1
1.0,1.0,0.0,3.0,7,0,0,9,0,0,0,9.0,,,21,0,0,2016,9,20,5,2015,11,18,6,2016.0,4.0,22.0,0
,,,0.0,3,0,0,1,0,0,0,1.0,,,18,0,0,2015,11,29,3,2015,10,18,3,,,,-1
,,,9.0,2,0,14,1,0,0,0,7.0,,,29,0,0,2016,1,30,2,2015,4,30,4,,,,-1
,,,1.0,6,0,0,1,0,0,0,3.0,,,20,0,0,2016,11,15,5,2015,10,7,6,,,,-1
1.0,1.0,1.0,1.0,0,0,0,6,0,0,0,5.0,,,21,0,0,2016,3,20,3,2015,10,10,2,2016.0,1.0,15.0,0
,,,0.0,4,0,0,2,0,0,0,3.0,,,19,0,1,2015,6,17,6,2015,3,18,6,,,,-1
,,,7.0,2,0,11,0,0,0,0,4.0,,,29,0,0,2015,8,28,0,2015,4,30,4,,,,-1
,,,0.0,5,0,0,4,0,0,0,4.0,,,20,0,1,2016,3,2,6,2015,10,27,5,,,,-1
1.0,0.0,0.0,0.0,3,0,3,5,0,0,0,6.0,,,18,0,0,2015,9,12,2,2015,3,3,5,2015.0,9.0,6.0,3
,,,0.0,6,0,0,1,0,0,0,,,,35,0,1,2015,12,9,6,2015,11,13,0,,,,-1
,,,1.0,5,1,12,0,0,0,0,7.0,,,30,0,0,2016,4,9,2,2015,6,27,2,,,,-1
1.0,0.0,0.0,0.0,3,0,0,1,0,0,0,1.0,,,20,0,0,2015,7,14,5,2015,5,28,4,2015.0,6.0,30.0,5
,,,2.0,2,0,0,9,0,0,0,8.0,,,38,0,0,2016,9,19,1,2015,11,26,4,,,,-1
,,,0.0,3,0,0,4,0,0,0,4.0,,,27,0,0,2015,8,24,1,2015,3,27,0,,,,-1
,,,1.0,1,0,0,4,0,0,0,3.0,,,51,0,0,2016,1,17,3,2015,8,26,6,,,,-1
,,,2.0,2,0,0,6,0,0,0,5.0,,,20,0,0,2016,10,24,1,2015,12,25,0,,,,-1
2.0,2.0,1.0,6.0,0,0,0,1,20,0,0,14.0,,,18,0,0,2016,12,9,0,2015,9,11,0,2016.0,5.0,14.0,2
,,,1.0,3,0,0,1,0,0,0,1.0,,,21,0,1,2015,5,20,6,2015,3,22,3,,,,-1
2.0,2.0,0.0,2.0,3,0,1,0,10,0,0,9.0,,,26,0,0,2016,6,26,3,2015,8,30,3,2016.0,4.0,30.0,2
,,,2.0,1,0,0,7,0,0,0,7.0,,,54,0,0,2015,12,10,4,2015,3,12,4,,,,-1
,,,0.0,5,0,1,0,0,0,0,1.0,,,20,0,0,2015,12,28,1,2015,11,2,1,,,,-1
3.0,0.0,0.0,2.0,6,0,7,3,0,0,0,7.0,,,49,0,0,2015,12,8,5,2015,4,22,6,2015.0,7.0,31.0,0
,,,3.0,2,0,0,0,11,1,0,6.0,,,28,0,0,2016,8,12,0,2016,2,5,0,,,,-1
,,,0.0,3,0,0,1,0,0,0,,,,18,0,0,2015,5,31,3,2015,5,11,1,,,,-1
,,,0.0,2,0,0,1,0,0,0,1.0,,,22,0,1,2016,1,25,1,2015,12,12,2,,,,-1
,,,4.0,3,0,0,17,0,0,0,14.0,,,18,0,0,2016,10,23,3,2015,3,8,3,,,,-1
,,,1.0,3,0,5,3,0,0,0,7.0,,,33,0,0,2016,6,18,2,2015,11,21,2,,,,-1
1.0,0.0,0.0,1.0,3,0,0,5,0,0,0,6.0,,,38,0,0,2016,6,5,3,2015,9,18,0,2016.0,1.0,22.0,0
,,,0.0,3,0,0,5,0,0,0,5.0,,,35,0,0,2016,3,17,4,2015,10,10,2,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,,,37,0,0,2016,3,25,0,2015,11,8,3,,,,-1
,,,1.0,3,0,0,6,0,0,0,8.0,,,21,0,0,2016,4,9,2,2015,5,27,6,,,,-1
,,,1.0,4,0,0,1,0,0,0,3.0,,,18,0,1,2016,5,11,6,2015,6,18,4,,,,-1
,,,1.0,2,0,0,6,0,0,0,6.0,,,23,0,0,2016,5,30,1,2015,8,8,2,,,,-1
,,,1.0,3,0,0,6,0,0,0,6.0,,,18,0,0,2016,7,31,3,2015,11,16,1,,,,-1
,,,1.0,6,0,0,3,0,0,0,3.0,,,18,0,0,2016,11,21,1,2015,8,29,2,,,,-1
,,,1.0,3,0,0,0,3,0,0,3.0,,,21,0,0,2016,3,6,3,2015,11,13,0,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,,,21,0,0,2015,11,17,5,2015,10,1,4,,,,-1
1.0,0.0,0.0,1.0,6,0,9,0,0,0,0,9.0,,,23,0,0,2016,6,21,5,2015,3,26,4,2015.0,8.0,30.0,3
,,,1.0,3,0,0,1,0,0,0,3.0,,,23,0,0,2016,11,21,1,2015,12,10,4,,,,-1
1.0,1.0,0.0,3.0,3,0,0,13,0,0,0,12.0,,,18,0,1,2016,9,23,0,2015,2,22,3,2016.0,1.0,1.0,0
,,,5.0,4,0,0,0,11,0,0,13.0,,,26,0,0,2016,11,6,3,2015,7,10,0,,,,-1
,,,3.0,3,0,0,10,0,0,0,10.0,,,37,0,0,2016,9,17,2,2015,11,3,5,,,,-1
1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,6.0,,,34,0,0,2016,4,23,2,2015,10,18,3,2016.0,4.0,22.0,0
1.0,0.0,0.0,1.0,3,0,0,3,0,0,0,3.0,,,36,0,0,2016,6,22,6,2015,11,5,4,2016.0,1.0,15.0,0
1.0,0.0,0.0,0.0,3,0,0,3,0,0,0,2.0,,,55,0,0,2016,2,2,5,2015,10,31,2,2015.0,12.0,6.0,3
,,,1.0,0,0,0,8,0,0,0,7.0,603.1461898675387,,31,0,1,2016,10,31,1,2016,3,21,1,,,,-1
,,,2.0,6,0,0,12,0,0,0,12.0,615.275435199675,,30,0,0,2016,9,3,2,2015,7,21,5,,,,-1
,,,0.0,3,0,0,1,0,0,0,,514.4207172746949,,33,0,1,2016,11,9,6,2016,11,6,3,,,,-1
,,,2.0,6,0,0,0,7,0,0,7.0,609.6813930872381,,30,0,0,2016,9,23,0,2016,2,5,0,,,,-1
,,,1.0,3,0,3,0,0,0,0,3.0,610.4908995285738,,30,0,0,2016,3,28,1,2015,12,12,2,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,608.9586782231262,,36,1,0,2016,3,13,3,2015,9,20,3,,,,-1
1.0,1.0,0.0,1.0,3,0,0,3,0,0,0,3.0,542.6944836550686,,48,1,0,2016,2,27,2,2015,9,7,1,2015.0,11.0,6.0,0
,,,0.0,3,0,0,1,0,0,0,1.0,476.0196494822068,,22,1,1,2016,2,24,6,2016,1,21,4,,,,-1
,,,1.0,3,0,0,6,0,0,0,6.0,525.7376614065587,,36,1,0,2016,10,31,1,2016,3,28,1,,,,-1
,,,0.0,3,0,0,6,0,0,0,5.0,562.0456775877021,,33,0,0,2016,11,27,3,2016,5,22,3,,,,-1
,,,0.0,5,0,0,2,0,0,0,2.0,590.3764062184953,,38,0,1,2016,3,14,1,2016,1,7,4,,,,-1
2.0,2.0,0.0,1.0,1,0,0,0,4,0,0,3.0,532.6144586834607,,21,0,0,2016,8,5,0,2016,4,8,0,2016.0,5.0,14.0,2
,,,1.0,2,0,0,6,0,0,0,6.0,,,30,0,0,2016,5,9,1,2015,10,18,3,,,,-1
1.0,1.0,1.0,1.0,6,0,0,3,0,0,0,3.0,612.2197381784796,,34,0,0,2016,7,2,2,2016,3,26,2,2016.0,5.0,30.0,1
,,,0.0,6,0,0,3,0,0,0,2.0,609.6813930872381,,33,0,0,2016,11,12,2,2016,9,13,5,,,,-1
,,,1.0,6,0,0,10,0,0,0,10.0,611.1168235858707,,25,0,0,2016,3,22,5,2015,2,19,4,,,,-1
,,,1.0,3,0,0,1,0,0,0,3.0,600.6224418719136,,57,0,0,2015,12,24,4,2015,7,27,1,,,,-1
2.0,0.0,0.0,11.0,6,0,0,21,0,0,0,16.0,635.6037834079689,,35,0,0,2016,7,23,2,2015,3,19,4,2016.0,1.0,22.0,0
1.0,1.0,1.0,3.0,6,0,20,0,0,0,0,16.0,441.5166489385745,,34,0,0,2016,12,5,1,2015,2,17,5,2016.0,8.0,20.0,2
1.0,0.0,0.0,1.0,0,0,0,3,0,0,0,3.0,529.9448609225029,,20,0,0,2016,1,21,4,2015,9,30,6,2015.0,11.0,30.0,1
,,,0.0,3,0,0,1,2,0,0,2.0,590.3764062184953,,24,0,0,2015,12,19,2,2015,9,22,5,,,,-1
,,,1.0,4,0,0,5,1,0,0,6.0,600.5436816987657,,32,0,0,2016,10,8,2,2015,12,11,0,,,,-1
,,,7.0,3,0,6,6,3,0,0,12.0,537.2061803381366,,22,0,0,2016,6,19,3,2015,4,23,4,,,,-1
,,,0.0,6,0,0,0,1,0,0,,532.6144586834607,,21,0,0,2016,5,10,5,2016,4,8,0,,,,-1
,,,1.0,3,0,0,8,0,0,0,7.0,564.8419128818658,,22,0,0,2016,10,7,0,2016,3,2,6,,,,-1
,,,0.0,4,0,0,3,0,0,0,3.0,570.7456576540362,,33,0,0,2016,11,26,2,2016,8,5,0,,,,-1
1.0,0.0,0.0,0.0,3,0,0,4,0,0,0,4.0,534.6348884329503,,47,0,0,2016,8,31,6,2016,4,23,2,2016.0,7.0,30.0,2
,,,2.0,3,0,0,10,0,0,0,9.0,548.7756943056023,,43,0,0,2016,11,20,3,2015,11,16,1,,,,-1
,,,1.0,2,0,0,0,3,0,0,3.0,600.5436816987657,,24,0,0,2016,7,21,4,2015,9,8,5,,,,-1
1.0,1.0,1.0,2.0,3,0,0,8,0,0,0,7.0,513.7500105709005,,41,0,0,2016,11,9,6,2015,11,10,5,2016.0,5.0,14.0,2
,,,1.0,5,0,3,1,0,1,0,5.0,649.8367453331134,,59,0,0,2016,6,4,2,2016,1,2,2,,,,-1
,,,2.0,4,0,0,10,0,0,0,9.0,619.6558545510832,,26,0,0,2016,4,18,1,2015,5,18,1,,,,-1
,,,1.0,3,0,0,6,0,0,0,6.0,611.1168235858707,,43,0,0,2016,12,4,3,2016,5,26,4,,,,-1
,,,1.0,0,0,0,0,2,0,0,3.0,495.3246363509498,,20,1,0,2015,8,8,2,2015,5,1,0,,,,-1
,,,1.0,6,0,0,0,3,0,0,3.0,607.646504810646,,29,0,0,2016,4,14,4,2015,12,14,1,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,562.7112799874044,,36,0,0,2015,10,17,2,2015,9,6,3,,,,-1
,,,3.0,2,0,12,4,0,0,0,12.0,612.2197381784796,,35,0,0,2016,7,22,0,2015,6,24,6,,,,-1
,,,0.0,4,0,0,2,0,0,0,2.0,594.9496395863288,,25,0,0,2016,8,19,0,2016,6,14,5,,,,-1
,,,1.0,2,0,0,5,3,0,0,3.0,608.9586782231262,,27,1,0,2016,10,17,1,2016,7,10,3,,,,-1
,,,3.0,0,0,3,9,0,0,0,10.0,624.7610136346011,,54,0,0,2016,10,8,2,2015,5,7,4,,,,-1
,,,1.0,6,0,0,3,0,0,0,3.0,593.4026670723426,,46,0,0,2016,3,11,0,2015,11,30,1,,,,-1
,,,0.0,3,0,0,2,0,0,0,2.0,572.6966468517686,,29,0,1,2015,11,10,5,2015,8,27,4,,,,-1
,,,0.0,4,0,0,6,0,0,0,5.0,582.2392738865584,,37,0,0,2016,4,27,6,2015,11,28,2,,,,-1
,,,1.0,3,0,3,0,0,0,0,3.0,516.0727466801483,,35,0,0,2016,3,27,3,2015,11,16,1,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,,,19,0,0,2015,11,30,1,2015,10,7,6,,,,-1
,,,0.0,1,0,0,3,0,0,0,3.0,528.4397868705032,,37,1,0,2016,8,29,1,2016,5,14,2,,,,-1
,,,0.0,3,0,0,2,0,0,0,2.0,464.00409860491806,,52,0,0,2015,9,11,0,2015,7,4,2,,,,-1
,,,2.0,1,0,0,10,0,0,0,9.0,659.9783242085863,,39,0,0,2016,8,31,6,2015,11,24,5,,,,-1
4.0,4.0,1.0,1.0,6,0,0,4,0,0,0,5.0,572.4883615615423,,30,0,0,2016,6,9,4,2015,11,18,6,2015.0,12.0,20.0,3
,,,0.0,3,0,0,0,2,0,0,1.0,625.6194133972778,,26,0,0,2016,5,22,3,2016,3,27,3,,,,-1
,,,0.0,3,0,3,1,0,0,0,4.0,455.7684383720417,,31,0,1,2016,3,23,6,2015,11,15,3,,,,-1
,,,0.0,6,0,0,0,1,0,0,1.0,606.0914194981237,,27,0,0,2016,9,15,4,2016,8,13,2,,,,-1
,,,7.0,2,0,21,0,0,0,0,14.0,643.8731864869187,,49,0,0,2016,11,7,1,2015,8,26,6,,,,-1
,,,1.0,4,0,0,3,0,0,0,3.0,594.2269247222166,,38,1,0,2016,9,2,0,2016,3,31,4,,,,-1
,,,1.0,3,0,0,6,0,0,0,3.0,572.6966468517686,,45,0,0,2016,10,21,0,2016,7,15,0,,,,-1
,,,2.0,4,0,0,6,0,0,0,6.0,496.5620720588111,,37,0,1,2016,4,17,3,2015,9,14,1,,,,-1
1.0,1.0,1.0,0.0,4,0,0,2,0,0,0,2.0,452.9141585228347,,21,0,1,2016,5,14,2,2016,3,4,0,2016.0,4.0,8.0,0
,,,1.0,3,0,0,2,0,0,0,3.0,651.2721758317459,,53,0,0,2016,4,26,5,2015,6,23,5,,,,-1
,,,3.0,3,0,0,8,0,0,0,8.0,568.1234134839351,,35,0,0,2015,12,8,5,2015,3,13,0,,,,-1
,,,0.0,4,0,0,3,0,0,0,3.0,596.1158411234079,,24,0,0,2016,3,20,3,2015,12,10,4,,,,-1
1.0,1.0,0.0,2.0,4,0,0,11,0,0,0,10.0,622.0391075772001,,28,0,0,2016,8,11,4,2015,10,10,2,2016.0,1.0,15.0,0
,,,0.0,6,0,0,1,0,0,0,1.0,568.1234134839351,,26,0,0,2016,1,24,3,2015,12,11,0,,,,-1
,,,2.0,3,0,0,6,0,0,0,6.0,591.5870119664824,,33,0,0,2016,12,6,5,2015,11,30,1,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,567.7366840751514,,34,0,0,2016,7,6,6,2015,11,12,4,,,,-1
,,,4.0,5,0,0,7,0,0,0,8.0,625.1473861888853,,32,0,0,2016,8,23,5,2015,12,11,0,,,,-1
,,,1.0,5,0,0,3,0,0,0,3.0,643.8731864869187,,57,0,0,2016,10,22,2,2015,5,19,5,,,,-1
,,,0.0,6,0,0,4,0,0,0,3.0,534.0439408046929,,41,0,0,2016,4,19,5,2016,1,7,4,,,,-1
,,,0.0,3,0,0,5,0,0,0,5.0,566.615728516546,,60,0,0,2016,10,15,2,2016,4,15,0,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,516.0727466801483,,37,0,0,2015,9,12,2,2015,5,5,5,,,,-1
,,,0.0,3,0,0,3,0,0,0,2.0,526.0076071263594,,64,0,0,2015,11,15,3,2015,8,24,1,,,,-1
,,,0.0,6,0,0,2,0,0,0,2.0,588.5313149452869,,41,0,0,2015,10,11,3,2015,7,18,2,,,,-1
,,,2.0,3,0,0,8,0,0,0,8.0,615.275435199675,,37,0,0,2016,11,25,0,2015,11,2,1,,,,-1
,,,2.0,3,0,0,5,0,0,0,6.0,,,18,0,1,2016,11,19,2,2015,11,3,5,,,,-1
,,,1.0,3,0,0,3,0,0,0,3.0,634.3876080519926,,46,0,0,2016,8,28,3,2015,8,8,2,,,,-1
,,,10.0,1,0,0,10,0,2,0,11.0,590.3764062184953,,47,0,0,2016,12,11,3,2015,12,16,6,,,,-1
,,,0.0,0,0,0,4,1,0,0,5.0,591.8118367171278,,29,0,0,2015,12,16,6,2015,6,26,0,,,,-1
1.0,0.0,0.0,1.0,3,0,0,9,0,0,0,9.0,573.506153293104,,35,0,0,2016,8,26,0,2015,11,18,6,2016.0,7.0,22.0,0
,,,0.0,6,0,0,1,0,0,0,1.0,503.4060323732977,,46,0,1,2016,2,10,6,2016,1,10,3,,,,-1
,,,1.0,6,0,0,2,0,0,0,4.0,611.1168235858707,,43,0,0,2016,3,24,4,2015,9,24,4,,,,-1
1.0,0.0,0.0,2.0,3,0,0,8,0,0,0,7.0,,,21,0,0,2016,4,28,4,2015,9,2,6,2016.0,4.0,8.0,0
,,,3.0,2,0,2,0,2,0,0,4.0,483.8825387306322,,32,1,1,2016,12,1,4,2016,5,26,4,,,,-1
,,,3.0,5,0,0,10,0,0,0,9.0,568.1234134839351,,27,0,0,2016,9,1,4,2015,10,29,4,,,,-1
,,,0.0,2,0,0,0,0,0,0,,612.2197381784796,,24,0,0,2016,6,25,2,2016,5,24,5,,,,-1
2.0,2.0,1.0,0.0,6,0,0,2,0,0,0,3.0,572.4883615615423,,30,0,0,2016,3,5,2,2015,11,18,6,2015.0,12.0,20.0,3
,,,2.0,3,0,0,4,0,0,0,8.0,583.9580815774534,,24,0,0,2016,1,14,4,2015,4,11,2,,,,-1
,,,0.0,4,0,0,4,0,0,0,3.0,632.9521775533601,,29,0,0,2016,12,11,3,2016,9,4,3,,,,-1
,,,1.0,2,0,0,4,0,0,0,3.0,640.9281976341432,,60,0,0,2016,8,7,3,2016,4,3,3,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,590.3764062184953,,23,0,1,2015,11,15,3,2015,9,27,3,,,,-1
,,,0.0,6,0,0,2,0,0,0,,667.3110883646683,,33,0,0,2016,4,11,1,2016,3,8,5,,,,-1
,,,0.0,3,0,0,1,0,0,0,,532.5766453907564,,32,0,0,2015,11,18,6,2015,11,9,1,,,,-1
,,,0.0,6,0,0,1,0,0,0,,627.0548438959104,,24,0,0,2015,9,28,1,2015,9,13,3,,,,-1
,,,0.0,6,0,0,6,0,0,0,4.0,662.7661041965799,,51,0,0,2016,2,18,4,2015,10,10,2,,,,-1
,,,1.0,2,0,0,3,0,0,0,3.0,603.7089944668902,,30,0,0,2016,7,26,5,2016,3,22,5,,,,-1
,,,0.0,6,0,0,0,4,0,0,5.0,629.2870264314199,,30,1,0,2016,9,7,6,2016,3,16,6,,,,-1
,,,0.0,6,0,0,2,0,0,0,,619.6558545510832,,39,0,0,2016,7,26,5,2016,6,28,5,,,,-1
,,,1.0,4,0,0,8,0,0,0,9.0,588.6346671618082,,23,0,0,2016,8,21,3,2015,11,2,1,,,,-1
,,,0.0,2,0,0,0,3,0,0,3.0,611.9263300272063,,27,0,0,2015,12,12,2,2015,8,27,4,,,,-1
,,,0.0,1,0,0,0,2,0,0,3.0,603.0613445656762,,26,1,0,2016,12,23,0,2016,8,30,5,,,,-1
,,,0.0,6,0,0,1,0,0,0,,566.6879829853025,,28,0,0,2016,5,16,1,2016,4,21,4,,,,-1
5.0,1.0,0.0,1.0,3,0,0,12,0,0,0,11.0,486.9651975126011,,24,1,0,2016,7,4,1,2015,5,4,1,2015.0,9.0,6.0,3
1.0,1.0,1.0,1.0,2,0,0,0,5,0,0,5.0,568.1234134839351,,24,0,0,2016,5,28,2,2015,12,25,0,2016.0,4.0,30.0,2
,,,1.0,3,0,10,0,0,0,0,8.0,544.1793513696593,,27,0,0,2016,12,22,4,2015,3,26,4,,,,-1
,,,1.0,1,0,0,3,0,0,0,3.0,488.6742788723883,,29,0,0,2016,3,29,5,2015,12,12,2,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,601.9791121973982,,43,0,0,2016,8,2,5,2016,6,20,1,,,,-1
,,,4.0,3,0,4,6,0,0,0,9.0,612.2197381784796,,28,0,0,2016,2,15,1,2015,4,15,6,,,,-1
3.0,0.0,0.0,5.0,5,0,0,0,10,0,0,9.0,535.2459027927894,,53,0,1,2016,4,29,0,2015,7,10,0,2015.0,11.0,13.0,0
,,,1.0,7,0,0,1,0,0,0,1.0,557.4141273766304,,29,0,0,2015,5,12,5,2015,4,7,5,,,,-1
,,,1.0,4,0,0,9,0,0,0,9.0,603.0613445656762,,26,1,0,2016,10,22,2,2015,12,29,5,,,,-1
,,,0.0,5,0,0,0,4,0,0,2.0,590.3764062184953,,34,0,0,2016,3,6,3,2015,12,30,6,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,512.8916108082241,,61,0,0,2015,10,26,1,2015,8,25,5,,,,-1
1.0,1.0,0.0,1.0,1,0,0,6,1,0,0,7.0,488.6742788723883,,29,0,0,2016,8,26,0,2015,12,12,2,2016.0,8.0,13.0,2
,,,0.0,4,0,0,1,0,0,0,1.0,455.7684383720417,,42,0,0,2015,12,26,2,2015,11,14,2,,,,-1
,,,4.0,4,0,0,10,0,0,0,9.0,573.6829236435293,,28,0,0,2016,8,8,1,2015,10,22,4,,,,-1
,,,0.0,3,0,0,2,0,0,0,2.0,469.0901226283313,,29,1,0,2015,11,15,3,2015,9,12,2,,,,-1
,,,0.0,1,0,2,1,0,0,0,2.0,504.62993899475714,,48,0,1,2016,3,29,5,2016,1,15,0,,,,-1
,,,2.0,3,0,0,10,3,0,0,13.0,542.3983965807104,,33,0,0,2016,10,20,4,2015,9,21,1,,,,-1
,,,0.0,3,0,0,0,0,0,0,,610.2103017898813,,63,0,0,2015,11,15,3,2015,10,24,2,,,,-1
,,,1.0,3,0,0,6,0,0,0,6.0,615.275435199675,,43,0,0,2016,12,5,1,2016,4,24,3,,,,-1
,,,1.0,6,0,0,1,0,0,0,3.0,535.0359251960443,,21,0,0,2016,9,18,3,2016,2,13,2,,,,-1
,,,1.0,0,0,1,3,0,1,0,5.0,627.0548438959104,,45,0,0,2016,4,27,6,2015,10,3,2,,,,-1
,,,4.0,6,0,0,12,0,0,0,11.0,626.9514916793889,,39,0,0,2016,12,10,2,2015,8,29,2,,,,-1
1.0,1.0,1.0,2.0,1,0,9,0,0,0,0,9.0,569.3296802930653,,35,0,1,2016,5,21,2,2015,4,7,5,2015.0,7.0,6.0,1
,,,0.0,1,0,0,0,2,0,0,2.0,615.275435199675,,25,0,0,2016,7,19,5,2016,5,6,0,,,,-1
,,,0.0,6,0,0,4,0,0,0,4.0,516.0727466801483,,42,0,0,2015,7,17,0,2015,2,22,3,,,,-1
,,,1.0,6,0,0,4,0,0,0,3.0,632.9521775533601,,36,0,0,2016,10,13,4,2016,6,23,4,,,,-1
,,,0.0,6,0,0,3,1,0,0,2.0,533.4898488817404,,29,0,0,2016,7,29,0,2016,5,2,1,,,,-1
2.0,0.0,0.0,0.0,5,0,0,0,6,0,0,5.0,535.2459027927894,,53,0,0,2015,12,23,6,2015,7,10,0,2015.0,11.0,13.0,0
,,,1.0,6,0,0,0,9,0,0,8.0,588.6346671618082,,36,0,0,2016,8,19,0,2015,11,16,1,,,,-1
,,,3.0,-1,0,0,6,0,0,0,5.0,471.7064586820813,,32,0,0,2016,10,18,5,2016,4,25,1,,,,-1
,,,1.0,2,0,0,2,0,0,0,3.0,605.3741193583043,,56,0,0,2016,9,19,1,2016,5,30,1,,,,-1
,,,1.0,3,0,0,4,0,0,0,6.0,580.6624896692571,,45,1,0,2016,10,19,6,2016,1,12,5,,,,-1
,,,0.0,3,0,0,4,0,0,0,4.0,634.3876080519926,,48,0,0,2015,12,22,5,2015,7,28,5,,,,-1
,,,1.0,2,0,0,9,0,0,0,9.0,612.2197381784796,,47,0,0,2016,9,30,0,2015,10,10,2,,,,-1
1.0,1.0,1.0,0.0,3,0,0,1,0,0,0,2.0,520.2906001530512,,57,0,0,2016,4,3,3,2016,1,4,1,2016.0,2.0,6.0,2
,,,1.0,3,0,0,4,5,0,0,9.0,579.1526905373048,,30,1,0,2016,5,30,1,2015,8,27,4,,,,-1
,,,1.0,2,0,0,0,6,0,0,6.0,627.8515959327873,,41,1,0,2016,10,12,6,2015,12,18,0,,,,-1
1.0,0.0,0.0,4.0,1,0,10,0,1,0,0,11.0,638.5487722607445,,31,0,0,2016,10,30,3,2015,5,3,3,2015.0,12.0,6.0,3
,,,3.0,4,0,0,10,0,0,0,6.0,457.4546692486141,,41,0,1,2016,5,10,5,2015,10,11,3,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,582.6711574327034,,54,0,0,2015,8,14,0,2015,7,4,2,,,,-1
,,,1.0,5,0,0,2,0,0,0,3.0,615.275435199675,,41,0,0,2016,8,23,5,2016,4,20,6,,,,-1
,,,0.0,2,0,0,3,0,0,0,3.0,651.8450952630212,,41,0,0,2016,8,25,4,2016,5,11,6,,,,-1
,,,0.0,7,0,0,0,2,0,0,2.0,600.7675143043672,,55,1,0,2016,10,3,1,2016,7,28,4,,,,-1
,,,2.0,0,0,0,6,0,0,0,6.0,636.4370701143151,,50,0,0,2016,3,6,3,2015,6,24,6,,,,-1
,,,0.0,3,0,0,2,0,0,0,2.0,618.2204240524505,,36,0,0,2016,3,19,2,2015,12,26,2,,,,-1
,,,2.0,1,0,0,5,0,0,0,6.0,601.9791121973982,,35,0,0,2016,10,28,0,2016,3,4,0,,,,-1
,,,3.0,6,0,0,8,0,0,0,8.0,634.3876080519926,,34,0,0,2016,9,8,4,2015,12,22,5,,,,-1
,,,0.0,2,0,0,0,2,0,0,1.0,544.1793513696593,,40,0,0,2016,2,19,0,2015,12,23,6,,,,-1
,,,0.0,3,0,0,1,0,0,0,1.0,588.4263818715817,,33,0,0,2015,12,31,4,2015,11,4,6,,,,-1
